id;sold_price;basketball;weekday;rolling_supply_estimate;bitcoin_closing_price;ethereum_closing_price;seller;seller_feedback_score;card_listing_format_buy_it_now;active_player;card_id;card_grade
9278;97.71;0;Friday;85396;47504.85;1843.53;lincolnwaysuperpawn;4462;1;0;bo jackson-1987-0;10
9279;0.99;1;Tuesday;72317;56804.9;1806.97;burbanksportscards;349417;1;0;hakeem olajuwon-2000-1;9
9280;311.11;1;Monday;#N/A;54529.15;1691.33;pwcc_auctions;277952;0;1;jayson tatum-2017-1;9
9281;86;1;Wednesday;64501;37472.09;1660.91;probstein123;827411;0;1;lebron james-2019-1;10
9282;69.99;1;Wednesday;72852;49705.33;1626.58;66trevor;2780;1;0;sidney wicks-1972-1;9
9283;91;1;Sunday;60754;33114.36;1314.99;pwcc_auctions;277433;0;0;michael jordan-1989-1;9
9284;649.99;1;Saturday;#N/A;36178.14;1233.54;collectorscave101;2200;1;0;kobe bryant-1996-1;9
9285;499.99;1;Thursday;76957;51679.8;1937.45;gsb2003;1209;1;0;dražen petrović-1990-1;10
9286;194.99;1;Sunday;56886;32289.38;1391.61;pikespeakdealz;4070;1;1;rj barrett-2019-1;10
9287;24.99;0;Thursday;85953;47909.33;1783.8;dusbro_4425;504;1;0;cal ripken jr.-1982-0;7
9288;0.99;1;Saturday;#N/A;36178.14;1233.54;burbanksportscards;349163;1;0;anfernee hardaway-1997-1;9
9289;65;0;Sunday;68158;32289.38;1391.61;probstein123;827314;0;0;al kaline-1959-0;6
9290;339.99;1;Sunday;63618;51206.69;1723.15;acratt;162;1;0;dirk nowitzki-1998-1;9.5
9291;1.25;1;Tuesday;57454;36069.81;1377.3;gamesandcards.com;123552;1;0;darrin hancock-1994-1;9
9292;13.5;1;Monday;#N/A;54529.15;1691.33;probstein123;828204;0;0;kobe bryant-1996-1;10
9293;65;1;Saturday;#N/A;58313.64;1812.63;burbanksportscards;349441;1;1;lebron james-2019-1;10
9294;95.88;1;Wednesday;64501;37472.09;1660.91;hollowpoints31;1269;0;0;ray allen-1996-1;10
9295;50;1;Tuesday;63786;35510.29;1515.19;itsfun2buynsell;31738;1;0;michael jordan-1991-1;10
9296;4;0;Saturday;82332;47105.52;1814.11;psagradedcards.com;28463;1;0;mike corkins-1972-0;9
9297;18.01;0;Thursday;67641;30825.7;1121.57;717cards67;1409;0;0;ken griffey-1989-0;9
9298;75;1;Saturday;#N/A;58313.64;1812.63;mekorean;1318;0;1;ja morant-2019-1;9
9299;19.99;0;Tuesday;109699;56804.9;1806.97;champsandbums;29570;1;0;tom poholsky-1957-0;7
9300;279.99;1;Tuesday;72317;56804.9;1806.97;timmytensonly;798;1;1;shai gilgeous-alexander-2018-1;9
9301;800;0;Wednesday;94117;50538.24;1575.85;obeamsphilly;247;0;1;ronald acuna jr.-2018-0;9
9302;0.99;1;Thursday;76957;51679.8;1937.45;burbanksportscards;349281;1;0;dana barros-1996-1;9
9303;0.99;0;Sunday;84615;57539.94;1935.6;burbanksportscards;349297;1;0;phil niekro-2005-0;9
9304;66;0;Friday;108015;57332.09;1772.1;comc_consignment;410480;0;0;sandy koufax-1962-0;5
9305;159.99;0;Wednesday;88949;52149.01;1848.46;aztechengineer;4961;1;0;howie camnitz-1910-0;1
9306;64.99;1;Monday;69723;47945.06;1779.79;cardsandcryptos;492;1;1;donovan mitchell-2017-1;9
9307;32.5;0;Tuesday;#N/A;54738.94;1678.65;bamcards22;383;1;1;juan soto-2018-0;#N/A
9308;1;1;Monday;69067;55907.2;1791.7;ashanks65;500;0;1;stephen curry-2017-1;9
9309;39.99;0;Tuesday;90397;48824.43;1570.2;seniortang-2;1018;1;1;cody bellinger-2017-0;9
9310;170.5;0;Thursday;111744;57858.92;1782.86;pwcc_auctions;277920;0;1;ronald acuna jr.-2018-0;9
9311;14.95;0;Friday;76773;38144.31;1718.65;anthjos;25534;1;0;jerry morales-1973-0;9
9312;66;0;Wednesday;82899;44918.18;1744.24;tantol-79;905;0;1;aaron judge-2017-0;10
9313;0.99;0;Thursday;95629;48561.17;1541.91;burbanksportscards;349331;1;0;steve ontiveros-1978-0;9
9314;0.99;0;Saturday;#N/A;58313.64;1812.63;sjosing;137972;1;0;daniel cabrera-2020-0;9
9315;40.06;0;Monday;83528;47945.06;1779.79;pwcc_auctions;277665;0;0;nolan ryan-1990-0;10
9316;3.34;0;Sunday;104575;59302.32;1854.56;comc_consignment;410520;0;0;david justice-2001-0;8.5
9317;8;1;Monday;65248;46196.46;1746.62;empirestcards;485;0;1;jabari parker-2014-1;9
9318;30;0;Monday;#N/A;54529.15;1691.33;templ_5558;218;0;1;gleyber torres-2017-0;10
9319;13.5;0;Tuesday;68132;36069.81;1377.3;probstein123;827296;0;0;greg maddux-1987-0;9
9320;52.99;1;Thursday;76957;51679.8;1937.45;duq.57;2236;1;0;michael jordan-1990-1;8.5
9321;36;0;Monday;83903;54207.32;1781.99;probstein123;827746;0;1;luis robert-2020-0;10
9322;34.99;1;Monday;72460;54207.32;1781.99;barnstormerscollect2.0;856;1;0;michael jordan-1991-1;9.5
9323;0.62;0;Saturday;82332;47105.52;1814.11;thatsportscardguy;42298;0;0;larry christenson-1978-0;9
9324;800;1;Wednesday;68454;44918.18;1744.24;mullllllly1;917;1;0;xavier mcdaniel-1986-1;10
9325;29;0;Saturday;74126;39266.01;1677.85;libertybellbreaks;13608;1;1;austin riley-2019-0;10
9326;66;1;Sunday;60754;33114.36;1314.99;leonardfamilychiropractic;196;1;1;lauri markkanen-2017-1;10
9327;14.99;1;Monday;65248;46196.46;1746.62;stepy*;387;1;0;kobe bryant-1997-1;9
9328;126;0;Tuesday;88136;49199.87;1781.07;jonlourusty;144;0;1;albert pujols-2001-0;8.5
9329;86;1;Saturday;65689;39266.01;1677.85;shasre-88;49;0;1;sekou doumbouya-2019-1;10
9330;2.5;1;Saturday;65115;48912.38;1654.74;gamesandcards.com;123642;1;0;karl malone-2015-1;9
9331;237;0;Monday;105296;55907.2;1791.7;taniaqueen;1727;1;1;albert pujols-2001-0;7
9332;45;1;Saturday;58814;32067.64;1230.99;cradles_46;2483;1;0;grant hill-1994-1;9
9333;0.99;0;Wednesday;82899;44918.18;1744.24;burbanksportscards;349245;1;0;rickey henderson-2016-0;9
9334;64;0;Wednesday;110923;58870.89;1823.45;cookiemonster501;30831;1;0;al kaline-1970-0;7.5
9335;3.25;0;Sunday;71601;33114.36;1314.99;4_sharp_corners;294330;0;1;pete alonso-2018-0;8
9336;24.99;0;Friday;74852;34316.39;1382.52;knowxcuse;2082;1;0;cal ripken jr.-1982-0;6
9337;24.99;0;Saturday;#N/A;58313.64;1812.63;myerburg311;34427;1;1;rafael devers-2018-0;9
9338;115;1;Thursday;66580;48561.17;1541.91;mjmuller043;142;1;1;zion williamson-2019-1;10
9339;6;0;Monday;#N/A;54529.15;1691.33;jrscollectibles03;9064;1;0;jose guillen-1997-0;9
9340;9.27;0;Wednesday;110923;58870.89;1823.45;pc_sportscards;32637;0;0;dwight gooden-1985-0;7
9341;70;1;Monday;63247;49631.24;1564.71;rawdogssportscards;250;1;1;rj barrett-2019-1;10
9342;400;0;Monday;70073;32366.39;1324.41;jawil10986;70;1;0;stan musial-1948-0;2
9343;185;0;Monday;105296;55907.2;1791.7;bgs10fan;1639;1;1;mike soroka-2018-0;10
9344;1125;1;Monday;63975;52246.52;1834.73;jakocount_0;271;0;0;kobe bryant-1996-1;10
9345;150;0;Monday;70073;32366.39;1324.41;collectorscorner_nw;2117;1;0;mark mcgwire-1987-0;10
9346;61;1;Tuesday;#N/A;54738.94;1678.65;hey_jude_sportscards;506;0;1;kevin durant-2018-1;10
9347;39.88;0;Sunday;68158;32289.38;1391.61;probstein123;827314;0;0;ruben gomez-1959-0;8
9348;55;1;Friday;#N/A;58346.65;1817.62;pwcc_auctions;277929;0;0;frank johnson-1986-1;9
9349;99.99;1;Thursday;69816;47909.33;1783.8;cardmarketempire1;7113;1;0;jamaal wilkes-1984-1;9
9350;63;1;Wednesday;59349;30432.55;1253.19;4eversportscards;3378;0;1;shai gilgeous-alexander-2018-1;9
9351;11;1;Monday;56569;32366.39;1324.41;tweegman_thornton;269;1;1;lebron james-2006-1;#N/A
9352;30;0;Sunday;90105;51206.69;1723.15;psagradedcards.com;28481;1;0;carl erskine-1954-0;9
9353;39.25;0;Saturday;#N/A;58313.64;1812.63;davidbvintage;28359;1;0;doc white-1911-0;2
9354;888.88;0;Friday;108015;57332.09;1772.1;chicsteve98;607;1;1;vladimir guerrero-2019-0;10
9355;40;0;Thursday;67641;30825.7;1121.57;fab.finds.2016;1077;1;1;kyle lewis-2017-0;8.5
9356;3.82;0;Sunday;73919;38903.44;1614.23;4_sharp_corners;294365;0;0;henry cruz-1978-0;9
9357;49.72;0;Tuesday;109699;56804.9;1806.97;bj20177;7277;0;0;billy williams-1970-0;8
9358;1261;1;Saturday;65689;39266.01;1677.85;juanmatteoreno;153;0;1;kevin durant-2007-1;9
9359;7968.44;1;Monday;69723;47945.06;1779.79;wow-sports-kardz;332;0;0;michael jordan-1986-1;#N/A
9360;69;0;Saturday;#N/A;58313.64;1812.63;pens*galore;3165;1;0;lou gehrig-1961-0;7
9361;0.99;1;Sunday;64809;45137.77;1416.05;burbanksportscards;349306;1;0;yao ming-2003-1;9
9362;26.75;0;Wednesday;88949;52149.01;1848.46;ghoward51828k4;6675;0;0;pablo torrealba-1978-0;6
9363;18;0;Thursday;89985;51679.8;1937.45;shunnybrockshun;1430;1;1;manny machado-2012-0;9
9364;333;0;Thursday;89985;51679.8;1937.45;ig-pappapug2.0;1471;1;0;fernando tatis-2019-0;10
9365;68.64;0;Sunday;104575;59302.32;1854.56;cookiemonster501;30912;1;0;lee smith-1982-0;#N/A
9366;24.99;0;Saturday;68181;32067.64;1230.99;vvrecords;21709;1;1;franmil reyes-2018-0;10
9367;175;0;Monday;70073;32366.39;1324.41;davidbvintage;28356;1;0;tom jones-1911-0;5
9368;250;1;Wednesday;68673;56008.55;1799.17;cmnkb8;18481;1;1;ja morant-2019-1;9
9369;68;0;Monday;73246;33537.18;1369.04;yeahb15;472;1;1;mike trout-2018-0;10
9370;1526.77;0;Friday;89605;55888.13;1960.16;tiger3073;121;0;0;ken griffey-1989-0;9.5
9371;1.5;0;Thursday;74749;33466.1;1332.49;burbanksportscards;349177;1;1;albert pujols-2002-0;9
9372;42;0;Monday;91588;52246.52;1834.73;probstein123;827894;0;0;lou boudreau-1951-0;5
9373;45;1;Sunday;64809;45137.77;1416.05;boxseatcollectibles;13147;0;0;michael jordan-1990-1;8
9374;29.99;1;Thursday;59697;30825.7;1121.57;4_sharp_corners;294315;1;0;thurl bailey-1988-1;10
9375;12;0;Thursday;74749;33466.1;1332.49;pwcc_auctions;277422;0;0;mike caldwell-1975-0;9
9376;83.75;0;Sunday;#N/A;35791.28;1230.17;rad1paul;5994;1;0;bobby shantz-1954-0;8
9377;799.99;0;Wednesday;91342;49705.33;1626.58;newrocksports;3704;1;1;mitch keller-2018-0;9.5
9378;129;0;Sunday;82282;48717.29;1805.08;battersbox;244830;1;0;goose goslin-1933-0;4
9379;182.5;1;Monday;56569;32366.39;1324.41;quickconsignment_802;28105;0;1;devin booker-2016-1;9.5
9380;15.99;1;Tuesday;66789;46481.1;1768.04;gpetro1956;2190;1;0;kobe bryant-2005-1;9
9381;8888;1;Thursday;75581;57858.92;1782.86;mikupp420;650;1;1;stephen curry-2009-1;9
9382;699;0;Friday;92633;46339.76;1446.03;custom_buys4u;565;1;0;barry bonds-2002-0;9.5
9383;3.5;0;Wednesday;76140;37472.09;1660.91;thesouthpawcards;18922;1;0;jim thome-1998-0;9
9384;3.5;0;Friday;#N/A;36825.37;1171.83;psagradedcards.com;28439;1;0;tony lazzeri-1960-0;5
9385;32;0;Sunday;#N/A;35791.28;1230.17;bbcemporium;16775;1;0;roy smalley-1957-0;8
9386;335;0;Saturday;82332;47105.52;1814.11;cali.cards2;34;1;1;aaron judge-2016-0;10
9387;105;1;Saturday;61093;34269.52;1376.12;jstx2017;204;1;1;lebron james-2003-1;10
9388;300;0;Saturday;105482;61243.08;1924.69;mattgstuff2020;94;1;1;fernando tatis-2018-0;10
9389;51;0;Sunday;68158;32289.38;1391.61;fademasterflex;155;0;1;paul dejong-2016-0;10
9390;455;0;Thursday;#N/A;39187.33;1218.45;pwcc_vault;7887;0;0;mark mcgwire-1987-0;10
9391;1.95;0;Saturday;74126;39266.01;1677.85;noles2148;5330;1;0;felipe alou-1965-0;10
9392;132.5;1;Tuesday;65905;48378.99;1492.61;prospector_sports;280;0;1;zion williamson-2019-1;9.5
9393;50;0;Monday;75023;46196.46;1746.62;jjlu84;640;1;1;ronald acuna jr.-2018-0;10
9394;23.99;1;Saturday;61093;34269.52;1376.12;us-tezuc;214;1;0;calvin natt-1986-1;8
9395;152;1;Monday;63247;49631.24;1564.71;sportcardauctionscom;82377;0;1;ja morant-2019-1;10
9396;38;0;Thursday;111744;57858.92;1782.86;pwcc_auctions;277920;0;1;bo bichette-2018-0;9
9397;90;0;Friday;89605;55888.13;1960.16;enelson300;374;1;1;ronald acuna jr.-2018-0;10
9398;2;1;Tuesday;#N/A;54738.94;1678.65;brso1840;1088;0;1;devin booker-2019-1;9
9399;31;1;Monday;63247;49631.24;1564.71;pasports123;1172;0;0;michael jordan-2020-1;9
9400;5.5;0;Tuesday;80359;46481.1;1768.04;bbsports38;16265;0;0;sammy sosa-1990-0;9
9401;199.2;1;Sunday;70376;48717.29;1805.08;jayjayfive;3197;1;1;zion williamson-2019-1;10
9402;29.95;1;Wednesday;68454;44918.18;1744.24;nances_attic;8063;0;0;anfernee hardaway-1996-1;9
9403;1.3;1;Friday;71270;57332.09;1772.1;shunnybrockshun;1430;0;1;cole anthony-2020-1;9
9404;157.5;1;Monday;#N/A;54529.15;1691.33;breakers.rowe;147507;0;1;donovan mitchell-2018-1;10
9405;21.49;0;Thursday;67641;30825.7;1121.57;drosenberg87;154;0;0;tim raines-1981-0;8
9406;0.99;0;Sunday;90105;51206.69;1723.15;burbanksportscards;349355;1;1;javier baez-2019-0;9
9407;63.26;1;Friday;#N/A;58346.65;1817.62;divrdrew;316;0;1;klay thompson-2018-1;9
9408;0.99;1;Thursday;59697;30825.7;1121.57;burbanksportscards;349167;1;0;kevin garnett-2008-1;9
9409;1.35;1;Wednesday;73429;58870.89;1823.45;burbanksportscards;349421;1;0;richard hamilton-2006-1;9
9410;3.25;1;Sunday;60754;33114.36;1314.99;bargainbuysoutlet;2973;0;0;david robinson-1990-1;9
9411;184.95;1;Wednesday;57988;35547.75;1382.27;rz_collectibles;1339;1;0;isiah thomas-1986-1;9
9412;197.27;0;Wednesday;94117;50538.24;1575.85;miketroutworld27;662;1;1;mike trout-2013-0;9
9413;71;1;Tuesday;63786;35510.29;1515.19;lilred2161;342;0;1;jayson tatum-2017-1;10
9414;26.55;0;Sunday;82282;48717.29;1805.08;dennisv507;1227;0;0;earl battey-1963-0;8
9415;100;0;Friday;85396;47504.85;1843.53;mcisus7;113;0;0;gary sheffield-1989-0;10
9416;674.99;0;Monday;105296;55907.2;1791.7;rustywilly;3132;1;0;vic willis-1909-0;5
9417;2000;0;Monday;83903;54207.32;1781.99;trendingart;2967;1;0;roberto clemente-1957-0;8
9418;19.99;1;Tuesday;59474;32569.85;1357.06;yanedog;2741;1;0;shaquille o'neal-1992-1;9
9419;1.99;1;Friday;71270;57332.09;1772.1;sjosing;137944;1;1;stephen curry-2012-1;9
9420;300;1;Monday;63975;52246.52;1834.73;breakers.rowe;147494;0;1;yuta watanabe-2018-1;10
9421;239;0;Thursday;111744;57858.92;1782.86;knl_kardz;205;1;1;sixto sanchez-2017-0;10
9422;23.81;1;Saturday;#N/A;36178.14;1233.54;bera-na-liva;2367;0;0;michael jordan-1996-1;10
9423;4.25;0;Friday;#N/A;58346.65;1817.62;7nhtown;863;0;0;manny ramirez-1993-0;8
9424;209.99;1;Monday;65248;46196.46;1746.62;cardtard2;904;1;0;shaquille o'neal-1992-1;9
9425;33;0;Saturday;82332;47105.52;1814.11;jww1;423;0;0;barry bonds-2003-0;10
9426;22.27;1;Saturday;68244;46188.45;1459.97;cornerhousecr;4105;0;1;ja morant-2019-1;9
9427;19.99;0;Saturday;#N/A;58313.64;1812.63;phill43196;6297;0;0;mark mcgwire-1990-0;10
9428;34.99;0;Sunday;#N/A;57523.42;1788.22;iconic.cards;319;0;1;dustin may-2020-0;10
9429;56.55;0;Sunday;#N/A;57523.42;1788.22;isuckatsportsbettinglol;92;0;1;bo bichette-2020-0;9
9430;130.5;1;Tuesday;74429;48824.43;1570.2;pc_sportscards;32567;0;1;jaren jackson-2018-1;10
9431;1.35;0;Friday;#N/A;58346.65;1817.62;burbanksportscards;349438;1;0;jeff bagwell-2003-0;9
9432;2.99;0;Monday;105296;55907.2;1791.7;hotlistrookies;2396;1;0;kazuhisa ishii-2002-0;8
9433;180.5;0;Sunday;82282;48717.29;1805.08;pwcc_auctions;277631;0;0;virgil stallcup-1952-0;7
9434;7.73;1;Saturday;#N/A;36178.14;1233.54;daytonkid;914;0;1;shai gilgeous-alexander-2018-1;8.5
9435;485;1;Tuesday;66789;46481.1;1768.04;rccollections23;577;0;1;ja morant-2019-1;10
9436;19.95;0;Tuesday;80359;46481.1;1768.04;rugee51;471;1;1;eloy jimenez-2019-0;9
9437;5.5;0;Saturday;90742;48912.38;1654.74;stillvill44;759;0;0;alex rodriguez-1995-0;8
9438;199.99;0;Wednesday;110923;58870.89;1823.45;probstein123;828155;0;0;barry bonds-1987-0;10
9439;137.5;0;Thursday;85953;47909.33;1783.8;evolutionsportsmarketing;64950;0;0;joe torre-2019-0;9
9440;40;1;Saturday;73844;56099.52;1919.53;card-collecting;10407;1;0;michael jordan-1989-1;8
9441;191.38;0;Thursday;111744;57858.92;1782.86;ubuck_sports;60;0;0;robin yount-1975-0;8
9442;170.5;1;Monday;#N/A;54529.15;1691.33;sportcardauctionscom;82262;0;1;kevin durant-2007-1;8
9443;99;0;Monday;89539;49631.24;1564.71;redsoxgoff;155;1;1;xander bogaerts-2012-0;10
9444;54.99;0;Tuesday;94731;48378.99;1492.61;grasshead3q14;845;1;1;jacob degrom-2019-0;10
9445;20.4;0;Friday;74852;34316.39;1382.52;battersbox;244803;1;0;larry miggins-1953-0;4
9446;31;0;Tuesday;97444;54824.12;1868.05;phelda47r3;7857;0;0;ernie banks-1959-0;6
9447;2137.12;1;Thursday;66712;36926.06;1594.76;jmp535s;1283;0;1;ja morant-2019-1;10
9448;18.5;0;Wednesday;88949;52149.01;1848.46;billcutting36;5615;0;1;mike soroka-2020-0;#N/A
9449;40;1;Wednesday;72852;49705.33;1626.58;djcl81082;1598;0;1;zion williamson-2019-1;9
9450;175;0;Sunday;104575;59302.32;1854.56;clinlande-ir7perp;168;1;1;ronald acuna jr.-2017-0;10
9451;29;0;Saturday;82332;47105.52;1814.11;baseballfan121;404;0;0;ted williams-1959-0;5
9452;189;1;Thursday;75581;57858.92;1782.86;gemu2200;178;1;1;ja morant-2019-1;9
9453;1;0;Saturday;74126;39266.01;1677.85;ultimatecardsandcoins;27530;1;0;garry maddox-1975-0;9
9454;320.95;1;Wednesday;67196;50538.24;1575.85;pwcc_vault;8019;0;0;wilt chamberlain-2019-1;10
9455;8.5;0;Thursday;111744;57858.92;1782.86;probstein123;828158;0;0;fred toney-1961-0;7
9456;37.65;0;Sunday;73919;38903.44;1614.23;awe-cards;2226;1;0;jackie robinson-2018-0;10
9457;50;1;Tuesday;74429;48824.43;1570.2;pwcc_vault;8005;1;0;michael jordan-1996-1;9.5
9458;1126.51;0;Sunday;73919;38903.44;1614.23;wilban_35;781;0;1;mike trout-2012-0;10
9459;79.99;1;Tuesday;65905;48378.99;1492.61;yyuuff;3734;1;0;shaquille o'neal-1992-1;9
9460;22.5;1;Sunday;68013;59302.32;1854.56;krukcards;294416;0;0;kobe bryant-1996-1;#N/A
9461;39.95;0;Wednesday;76140;37472.09;1660.91;allsportautographs;8694;1;0;barry bonds-1987-0;9
9462;2;0;Friday;108015;57332.09;1772.1;burbanksportscards;349380;1;0;willie mccovey-2005-0;9
9463;11.5;0;Tuesday;109699;56804.9;1806.97;towa_6910;194;0;1;juan soto-2018-0;10
9464;7;0;Sunday;82282;48717.29;1805.08;bsatttu;14132;1;0;gorman thomas-1979-0;8
9465;749.99;1;Thursday;76957;51679.8;1937.45;joshu158796;234;1;0;kobe bryant-1999-1;10
9466;83.99;1;Wednesday;59349;30432.55;1253.19;springermountainsportscards;622282;1;0;john stockton-1988-1;9
9467;256;1;Wednesday;73429;58870.89;1823.45;mike11845;520;0;0;kobe bryant-1996-1;8
9468;40;0;Wednesday;88949;52149.01;1848.46;dst_sports_cards;3299;1;1;ozzie albies-2018-0;10
9469;15;0;Thursday;74749;33466.1;1332.49;chadwickscards1314;133;0;1;kyle lewis-2020-0;10
9470;9.99;1;Friday;68177;38144.31;1718.65;socalcards13;3287;0;0;magic johnson-1981-1;8
9471;9.5;1;Thursday;70072;57805.12;1826.19;tridiam-0;1220;0;1;brandon clarke-2019-1;9
9472;100;0;Tuesday;68132;36069.81;1377.3;bamjab;486;0;0;scott rolen-1995-0;8
9473;150.5;1;Sunday;70376;48717.29;1805.08;sportscardsintheco;678;0;0;michael jordan-1996-1;9
9474;24.99;0;Friday;74852;34316.39;1382.52;champsandbums;29561;1;0;norm siebern-1961-0;8
9475;81;1;Tuesday;72317;56804.9;1806.97;dcsports87;96800;0;0;kevin garnett-1995-1;10
9476;57;1;Wednesday;73429;58870.89;1823.45;probstein123;828135;0;0;shaquille o'neal-1996-1;9
9477;38.33;1;Monday;63975;52246.52;1834.73;cardmarketempire1;7114;0;1;deividas sirvydis-2019-1;9
9478;6.5;0;Friday;#N/A;58346.65;1817.62;philippa-richard;1839;1;1;matt chapman-2020-0;10
9479;39.99;1;Tuesday;73152;49199.87;1781.07;deathvalleydeals;15517;1;0;michael jordan-1997-1;9
9480;175.77;1;Wednesday;67196;50538.24;1575.85;probstein123;827806;0;1;ja morant-2019-1;9
9481;2.99;0;Thursday;89985;51679.8;1937.45;collectivilleauction;7566;1;0;dusty baker-1978-0;9
9482;1376;0;Monday;83903;54207.32;1781.99;ak-pirate;8;0;1;albert pujols-2001-0;10
9483;10;0;Saturday;#N/A;36178.14;1233.54;gardensisters;137;0;0;frank thomas-1990-0;9
9484;12;0;Monday;105296;55907.2;1791.7;probstein123;828095;0;0;paul lindblad-1968-0;8
9485;45;0;Sunday;88599;45137.77;1416.05;mkurku.c6eyemow;308;1;0;tom seaver-1971-0;4
9486;60.75;0;Thursday;74749;33466.1;1332.49;pwcc_auctions;277422;0;1;mike trout-2013-0;10
9487;37.99;1;Monday;63975;52246.52;1834.73;4_sharp_corners;294452;1;1;blake griffin-2013-1;10
9488;78.88;1;Sunday;63618;51206.69;1723.15;snowpea03;3093;1;1;blake griffin-2009-1;9.5
9489;4.75;0;Sunday;71601;33114.36;1314.99;4_sharp_corners;294329;0;1;bryce harper-2013-0;6
9490;5.5;0;Thursday;111744;57858.92;1782.86;davidstonersports;273;0;1;trevor story-2011-0;9
9491;85;1;Friday;62922;34316.39;1382.52;ryer-31;1058;1;0;dwyane wade-2003-1;10
9492;60;1;Sunday;60754;33114.36;1314.99;cali.cardz;307;1;1;luka dončić-2019-1;9
9493;31;1;Sunday;70376;48717.29;1805.08;clareklos4;843;0;1;zion williamson-2019-1;9
9494;0.99;0;Thursday;104828;57805.12;1826.19;selfon007;2113;0;1;eloy jimenez-2019-0;9
9495;300;0;Sunday;#N/A;57523.42;1788.22;cardboardcommission;1990;1;1;christian yelich-2013-0;10
9496;380;1;Monday;63975;52246.52;1834.73;purple_rain1783;402;1;1;luka dončić-2018-1;10
9497;6;1;Friday;67093;48927.3;1533.27;burbanksportscards;349333;1;1;lebron james-2007-1;9
9498;1.25;1;Sunday;#N/A;57523.42;1788.22;gamesandcards.com;123678;1;0;chris webber-2000-1;9
9499;0.99;0;Saturday;90742;48912.38;1654.74;burbanksportscards;349346;1;0;geovany soto-2009-0;9
9500;14;1;Friday;71270;57332.09;1772.1;206_sports;177;1;1;mikal bridges-2018-1;9
9501;93;1;Monday;56569;32366.39;1324.41;joshepher-3;137;0;1;keldon johnson-2019-1;9
9502;349.99;1;Wednesday;59349;30432.55;1253.19;yousicollections;2206;1;0;michael jordan-1992-1;10
9503;1299.99;1;Tuesday;72317;56804.9;1806.97;maow_454;414;1;1;trae young-2018-1;10
9504;1.05;0;Saturday;86959;56099.52;1919.53;kcfutures9;46657;0;0;tony gwynn-1990-0;8
9505;12.99;0;Saturday;#N/A;36178.14;1233.54;panamabeachjack;5330;0;0;ron guidry-2003-0;#N/A
9506;64.99;1;Sunday;70376;48717.29;1805.08;smtbuy16;1987;1;0;tim duncan-1997-1;8
9507;11.5;0;Sunday;82282;48717.29;1805.08;work2be_88;1191;0;0;ivan rodriguez-1991-0;9
9508;151.01;0;Saturday;72341;34269.52;1376.12;tape_measure_power78;3702;0;1;kyle lewis-2020-0;10
9509;91;1;Tuesday;74429;48824.43;1570.2;crma_305;228;0;1;giannis antetokounmpo-2019-1;10
9510;139;1;Saturday;70600;47105.52;1814.11;936sasquach1977;130;0;0;david robinson-1984-1;7.5
9511;2.5;1;Tuesday;65905;48378.99;1492.61;gamesandcards.com;123633;1;1;paul george-2019-1;9
9512;8;1;Sunday;#N/A;35791.28;1230.17;krakentradingcards;3239;1;1;rodney hood-2015-1;9.5
9513;22.5;1;Monday;63975;52246.52;1834.73;joshro1;340;0;1;shai gilgeous-alexander-2018-1;9
9514;70;0;Friday;96001;48927.3;1533.27;happyhoursportscards;2562;1;1;shohei ohtani-2018-0;10
9515;30;1;Thursday;76957;51679.8;1937.45;turn2collectibles;865;0;0;wayman tisdale-1986-1;8
9516;130;0;Thursday;67641;30825.7;1121.57;bubbaswayzee;2753;1;0;derek jeter-1993-0;9
9517;0.99;0;Tuesday;74462;32569.85;1357.06;gotbaseballcards;117586;1;0;jason johnson-2004-0;9
9518;2800;1;Sunday;73250;57539.94;1935.6;pwcc_auctions;277225;0;0;kobe bryant-1996-1;8
9519;1199.95;0;Tuesday;#N/A;54738.94;1678.65;bigboys200;9887;1;0;jackie robinson-1954-0;3
9520;28.95;0;Wednesday;67318;35547.75;1382.27;pmocards;4828;1;0;ron santo-1968-0;6
9521;29.99;0;Monday;#N/A;36630.08;1257.28;myerburg311;34388;1;1;victor robles-2018-0;10
9522;243.5;0;Wednesday;101089;56008.55;1799.17;jonathanshobbyshop;55;0;1;pete alonso-2019-0;10
9523;347;0;Thursday;104828;57805.12;1826.19;dr.sportzcardzenmore-scs;2893;0;1;eloy jimenez-2017-0;9.5
9524;39.99;0;Sunday;104575;59302.32;1854.56;javsportsinc;8616;0;1;vladimir guerrero-2019-0;10
9525;48;1;Monday;#N/A;36630.08;1257.28;pwcc_auctions;277399;0;0;michael jordan-1996-1;9
9526;5751;0;Wednesday;101089;56008.55;1799.17;probstein123;827953;0;0;chuck harmon-1954-0;8.5
9527;450;1;Tuesday;67133;54824.12;1868.05;csteffens36;233;0;1;lebron james-2003-1;9
9528;20.51;0;Thursday;92546;47093.85;1475.7;pwcc_auctions;277712;0;0;cal ripken jr.-2011-0;10
9529;26;1;Tuesday;#N/A;54738.94;1678.65;pwcc_auctions;277957;0;1;tacko fall-2019-1;10
9530;29.95;1;Saturday;#N/A;36178.14;1233.54;par926;2251;1;0;vince carter-1998-1;8.5
9531;1100;1;Tuesday;67133;54824.12;1868.05;protec84;481;1;1;kyrie irving-2012-1;9.5
9532;385;1;Sunday;68013;59302.32;1854.56;jeff8obq;921;0;0;kobe bryant-1996-1;10
9533;159.99;0;Wednesday;91342;49705.33;1626.58;k**8;3305;1;1;clayton kershaw-2007-0;10
